text,anger,disgust,fear,joy,sadness,surprise,neutral,Negative,Positive,date
"Visited Akihabara, the paradise for anime and tech lovers, and spent way too much time in arcades.",0.0029666319023817778,0.005751242861151695,0.0021902774460613728,0.5826719999313354,0.34577181935310364,0.014074251987040043,0.04657376557588577,0.9964808821678162,0.003519190475344658,2024-04-28 00:00:00
Had the best ramen of my life at a tiny shop hidden in an alley.,0.008599589578807354,0.6393644213676453,0.017251621931791306,0.08876048028469086,0.21547222137451172,0.011531620286405087,0.01902003400027752,0.0011057641822844744,0.9988942742347717,2024-04-28 00:00:00
Japan keeps surprising me!,0.007207161746919155,0.0012621530331671238,0.0012424240121617913,0.0224505215883255,0.016727088019251823,0.002254215069115162,0.9488564133644104,0.0011360493954271078,0.998863935470581,2024-04-28 00:00:00
"My last day here, and I’m already wishing I had more time.",0.0006376608507707715,0.0021212876308709383,0.001374378683976829,0.00681839045137167,0.010559230111539364,0.9685713052749634,0.009917785413563251,0.00522497808560729,0.9947749376296997,2024-04-29 00:00:00
"Walked through Asakusa, took in the view from Tokyo Tower, and made one last stop for sushi.",0.008833731524646282,0.01915394514799118,0.10839907079935074,0.027402108535170555,0.7301607131958008,0.0075274924747645855,0.09852301329374313,0.0011832871241495013,0.998816728591919,2024-04-29 00:00:00
Japan has been an unforgettable experience—from the kindness of strangers to the smallest details in everyday life.,0.004494710359722376,0.010055184364318848,0.057105615735054016,0.5430649518966675,0.20690268278121948,0.004731265362352133,0.17364558577537537,0.0010775693226605654,0.9989224672317505,2024-04-29 00:00:00
Leaving with a heart full of memories.,0.01974729262292385,0.0676807090640068,0.020086875185370445,0.004874612204730511,0.36392664909362793,0.5134069323539734,0.01027692575007677,0.0011384061072021723,0.99886155128479,2024-04-29 00:00:00
It’s funny looking back at these last 30 days.,0.009152666665613651,0.03798205405473709,0.0066767591051757336,0.24272114038467407,0.1290188580751419,0.009008168242871761,0.56544029712677,0.004307066090404987,0.9956929087638855,2024-04-30 00:00:00
"So many small moments, so many emotions.",0.01171244215220213,0.011888636276125908,0.021954109892249107,0.01189520861953497,0.7011898159980774,0.008365669287741184,0.23299407958984375,0.001265304978005588,0.9987346529960632,2024-04-30 00:00:00
"Life really is a mix of everything, isn’t it?",0.013247070834040642,0.021755028516054153,0.007772026117891073,0.0032278408762067556,0.8520407676696777,0.005753625649958849,0.09620366990566254,0.9852904081344604,0.014709597453474998,2024-04-30 00:00:00
"Some days were great, some weren’t, but they all mattered in their own way.",0.01916210725903511,0.04546494036912918,0.0019642780534923077,0.007389395963400602,0.9061430096626282,0.009324614889919758,0.010551607236266136,0.0013577401405200362,0.9986422657966614,2024-04-30 00:00:00
